reviewerID,rating,AvgRating,AvgReviewPerDay,usefulCount,firstCount,reviewCount,reviewContentLength,PerCapWords,hasURL,similarity,filtered
45,3,4.25,1.037037037,4,57,436,121,0,0,0.15920394,0
46,2,3.818181818,1.375,4,49,266,158,0,0,0.205663627,0
47,3,3.8,1,0,13,103,90,0,0,0.264370511,0
4,2,3.685714286,1.09375,1,133,725,100,0,0,0.178675753,0
48,4,3.888888889,1,2,17,147,111,0,0,0.232292322,0
49,3,4.090909091,1.1,1,104,169,104,0,0,0.16390909,0
50,4,3.888888889,2.25,0,1,123,159,0,0,0.248276997,0
51,2,3.4,1.25,1,4,24,27,0,0,0.265574509,0
52,3,2.888888889,1,4,23,240,145,0,0,0.258378216,1
4,4,3.685714286,1.09375,3,133,725,143,0,0,0.306623454,0
53,4,3.894736842,1.117647059,1,93,745,66,0,0,0.165879673,0
18,3,3.709090909,1.25,11,278,1167,150,0,0,0.202633323,0
54,1,3.823529412,1.0625,1,128,900,141,0.709219858,0,0.268314111,0
55,4,3.625,1.333333333,1,2,55,67,0,0,0.327861951,0
56,3,3.666666667,1.5,1,17,91,102,1.960784314,0,0.173534341,0
57,3,3,1,0,6,54,150,1.333333333,0,0.287548855,0
58,4,4.189189189,1.088235294,0,432,926,58,1.724137931,0,0.226600101,1
59,5,5,1,1,1,14,148,1.351351351,0,0.239476821,0
60,5,3.777777778,1.125,1,58,629,150,0,0,0.298141676,1
61,4,4.2,1.111111111,1,22,418,60,0,0,0.160280213,0
62,4,3.636363636,1.047619048,2,46,426,148,0,0,0.230420474,0
63,5,4,1.045454545,9,33,491,94,4.255319149,0,0.135165821,0
26,3,3.5,1.272727273,1,106,1032,44,0,0,0.185104497,0
64,5,3.428571429,1,0,31,84,71,0,0,0.213653542,0
65,3,2.976744186,1.131578947,0,59,725,98,0,0,0.215831364,0
66,4,4.733333333,1.071428571,0,65,246,98,0,0,0.354414458,1
67,4,4.366666667,1.153846154,1,273,703,51,0,0,0.272082258,0
68,2,4.083333333,1,0,2,70,16,0,0,0.425029803,1
69,2,3.714285714,1,1,9,51,149,0.67114094,0,0.204599583,0
0,4,3.75,1.090909091,2,76,349,135,0.740740741,0,0.192887695,0
70,1,3.789473684,1.266666667,4,74,346,154,0,0,0.177117574,0
71,2,3.111111111,9,0,2,51,23,0,0,0.351648178,1
72,2,4.142857143,1.076923077,4,49,528,137,1.459854015,0,0.145006387,0
73,4,3.166666667,2.4,0,16,115,37,0,0,0.359548163,1
74,3,3.43902439,1.28125,2,294,660,92,0,0,0.175328292,0
75,5,4.230769231,1.181818182,0,42,144,38,0,0,0.16622388,0
76,1,3.111111111,1,0,22,110,47,2.127659574,0,0.157094845,1
77,5,5,1,0,0,4,63,0,0,0.150014153,1
78,4,3.5,1.333333333,0,9,132,45,2.222222222,0,0.270061578,0
79,3,4,1.058823529,1,76,440,148,0.675675676,0,0.183529208,0
54,4,3.823529412,1.0625,0,128,900,112,0,0,0.24780152,0
80,5,4.25,1,1,47,339,165,0.606060606,0,0.50519286,0
8,4,3.985294118,1.014925373,2,754,1693,143,0,0,0.236043281,1
81,3,3.068965517,1.094339623,6,356,927,51,0,0,0.212327257,0
82,4,3.833333333,1,3,76,232,153,0,0,0.215013915,0
83,5,3.964285714,1.076923077,4,94,697,110,1.818181818,0,0.305994675,0
84,2,3.636363636,1.1,2,119,320,112,0,0,0.335430008,0
85,4,3.923076923,1,6,42,451,155,0,0,0.192669312,0
12,4,3.92,1,9,137,548,140,0,0,0.136384288,0
86,3,3.391304348,1.232142857,0,938,1749,149,0.67114094,0,0.249688121,0
16,3,3.923076923,1,0,23,184,136,0,0,0.200984733,0
87,4,3.4,1.153846154,1,9,261,42,0,0,0.356809279,0
21,4,3.692307692,1,2,270,932,165,1.212121212,0,0.281121813,0
88,3,4.269230769,1.155555556,4,662,1158,139,0,0,0.188939005,0
89,5,3.310344828,1.16,0,68,518,114,0,0,0.426266578,0
62,3,3.636363636,1.047619048,2,46,426,156,0.641025641,0,0.297137661,0
11,4,3.913043478,1,8,151,1011,148,0.675675676,0,0.220211691,0
26,2,3.5,1.272727273,0,106,1032,57,0,0,0.183865171,0
22,5,4.333333333,1.411764706,1,94,321,147,0,0,0.223037135,0
43,4,3.875,1.6,0,154,678,41,0,0,0.385066272,0
90,3,3.545454545,1,2,52,393,144,0.694444444,0,0.207332506,0
91,4,3.886792453,1.039215686,0,302,917,45,2.222222222,0,0.206566488,0
92,3,3.6,1,0,48,136,36,0,0,0.18950608,0
45,5,4.25,1.037037037,3,57,436,144,0.694444444,0,0.181386301,1
93,4,3.75,1.454545455,0,10,169,144,0,0,0.464538494,1
93,3,3.75,1.454545455,0,10,169,142,0,0,0.204776417,1
29,4,3.977272727,1.1,13,316,1146,151,0,0,0.242534665,1
94,2,3.173913043,1.045454545,0,157,605,117,1.709401709,0,0.182307937,0
74,5,3.43902439,1.28125,3,294,660,145,0.689655172,0,0.224106299,0
95,5,3.352941176,1.0625,0,133,287,45,0,0,0.363937146,0
96,2,3,1.294117647,3,37,238,40,15,0,0.217402061,1
97,3,3.4,1,0,17,83,53,0,0,0.16679104,0
98,3,3.375,1.333333333,0,7,93,78,0,0,0.256814215,1
99,3,3.363636364,1,0,31,212,140,0.714285714,0,0.192756164,0
100,5,3,1.181818182,0,51,366,154,0,0,0.3168741,0
101,5,3.5,1,2,11,46,145,0,0,0.212031884,0
102,4,3.363636364,1,0,121,184,137,0,0,0.152169868,1
58,5,4.189189189,1.088235294,4,432,926,114,1.754385965,0,0.221132662,0
25,3,3.529411765,1.0625,4,90,451,146,0,0,0.182102579,0
103,3,3.25,1,2,21,107,150,0,0,0.131374783,0
104,3,3.315789474,1.055555556,2,36,512,147,3.401360544,0,0.216583292,0
105,4,4.5,1,0,0,10,36,0,0,0.360786394,1
106,2,2,1,0,0,12,12,0,0,0.370614931,1
107,1,3.946428571,1.217391304,4,174,1022,114,0,0,0.166168374,0
7,5,3.879310345,1.126213592,3,1388,2530,152,0.657894737,0,0.241683156,0
25,4,3.529411765,1.0625,1,90,451,49,0,0,0.263694434,0
108,4,3.944444444,1,2,45,328,44,2.272727273,0,0.186637896,0
109,5,3.75,1,1,23,243,150,0,0,0.258287452,0
11,4,3.913043478,1,2,151,1011,107,0,0,0.202596731,0
110,2,2,1,0,0,4,106,1.886792453,0,0.251978019,1
45,4,4.25,1.037037037,3,57,436,78,0,0,0.222732479,1
111,5,3.928571429,1.076923077,3,44,231,111,0,0,0.20838014,0
112,4,3.333333333,1.285714286,0,35,285,96,1.041666667,0,0.306264089,0
113,4,3.333333333,1.2,0,12,84,48,0,0,0.23497321,0
114,4,4.157894737,1,4,94,580,84,0,0,0.240031791,0
115,4,4,1,0,15,139,71,1.408450704,0,0.260133409,0
116,2,4.071428571,1.166666667,2,29,267,146,0,0,0.136810181,0
62,3,3.636363636,1.047619048,3,46,426,150,0.666666667,0,0.178656508,0
117,4,4.571428571,1.166666667,2,134,238,156,0,0,0.208983611,0
118,3,3.125,1,10,20,178,142,0,0,0.360307551,0
119,4,3.767857143,1.037037037,6,232,893,126,0,0,0.191574001,0
63,3,4,1.045454545,4,33,491,17,5.882352941,0,0.254479232,0
120,5,4,1,1,13,73,56,5.357142857,0,0.196494588,0
121,4,4,1,0,8,92,74,0,0,0.252069993,0
7,4,3.879310345,1.126213592,0,1388,2530,154,0.649350649,0,0.255137604,0
8,4,3.985294118,1.014925373,10,754,1693,156,0.641025641,0,0.161445338,0
7,4,3.879310345,1.126213592,1,1388,2530,53,1.886792453,0,0.205281667,0
18,1,3.709090909,1.25,2,278,1167,145,0.689655172,0,0.240809044,0
91,4,3.886792453,1.039215686,3,302,917,121,0.826446281,0,0.209620249,0
91,3,3.886792453,1.039215686,1,302,917,65,0,0,0.17127329,0
122,5,4.139534884,1.131578947,1,76,738,151,0,0,0.284274227,0
74,4,3.43902439,1.28125,0,294,660,57,0,0,0.275348742,1
123,2,3.666666667,1.090909091,1,2,195,161,0,0,0.190113206,0
82,4,3.833333333,1,3,76,232,147,2.721088435,0,0.276297303,0
52,2,2.888888889,1,2,23,240,138,0,0,0.175994639,0
124,4,3.333333333,1.5,0,21,175,26,0,0,0.629624582,0
125,2,3.538461538,1.181818182,1,25,240,86,0,0,0.202733365,0
126,4,4.045454545,1.222222222,2,84,365,40,2.5,0,0.211037473,0
122,2,4.139534884,1.131578947,5,76,738,152,0,0,0.17965514,0
94,3,3.173913043,1.045454545,0,157,605,70,0,1,0.312186589,0
127,4,3.555555556,1.125,1,8,115,150,0,0,0.200344807,1
81,1,3.068965517,1.094339623,6,356,927,155,0,0,0.20975067,0
128,5,3.5,1,0,4,131,151,0.662251656,0,0.160108202,0
129,2,3.5,1.058823529,1,53,241,142,0.704225352,1,0.220705131,0
25,3,3.529411765,1.0625,2,90,451,152,0.657894737,0,0.410839988,0
1,5,4.129032258,1.107142857,2,268,543,141,0.709219858,0,0.186469008,0
130,2,3.533333333,1,1,166,392,124,0,0,0.2229805,0
131,4,2.875,1,1,48,155,141,0,0,0.259135519,0
132,5,4.083333333,1,1,49,245,67,0,0,0.162873112,0
63,2,4,1.045454545,5,33,491,158,1.265822785,0,0.291837185,0
133,4,4.055555556,1.2,1,36,333,119,0,0,0.178753658,0
58,4,4.189189189,1.088235294,4,432,926,150,0,0,0.206332506,1
50,3,3.888888889,2.25,0,1,123,78,0,0,0.283737798,0
134,4,2.8,1.25,0,0,107,141,0,0,0.247850114,0
1,4,4.129032258,1.107142857,3,268,543,99,0,0,0.251990906,1
135,2,2.923076923,1.083333333,1,72,379,151,0,0,0.197646884,0
136,4,4.571428571,1,0,10,135,110,0,0,0.158505525,0
88,5,4.269230769,1.155555556,3,662,1158,137,2.919708029,0,0.146786138,1
137,2,3.52173913,1.352941176,0,68,519,163,0,0,0.239060202,1
7,1,3.879310345,1.126213592,4,1388,2530,66,0,0,0.294318737,0
138,5,5,1,0,0,9,125,2.4,0,0.2632782,0
80,5,4.25,1,1,47,339,144,0,0,0.179920572,1
139,3,3.294117647,1.0625,1,145,377,140,0.714285714,0,0.208699334,1
140,1,2.75,1,0,24,147,124,0.806451613,0,0.202680869,0
141,4,4.5,1,1,1,34,47,0,0,0.178214099,0
142,4,4.571428571,1.166666667,2,2,137,144,0,0,0.216027406,0
143,4,3.333333333,1,3,31,259,156,1.282051282,0,0.499935862,0
144,5,4.272727273,1,5,88,299,89,1.123595506,0,0.272082258,0
145,5,4.166666667,1,0,11,177,87,0,0,0.340108818,0
146,5,4.034482759,1.208333333,4,70,587,123,0,0,0.268316584,0
85,2,3.923076923,1,4,42,451,161,0.621118012,0,0.193322206,0
8,2,3.985294118,1.014925373,2,754,1693,143,0,0,0.20997697,1
147,5,3.944444444,1.384615385,0,25,265,29,0,0,0.226335491,1
21,5,3.692307692,1,0,270,932,142,0,0,0.184266516,0
148,3,3.125,1,1,17,175,154,0.649350649,0,0.26574053,0
149,2,2,2,0,1,17,100,0,0,0.978492136,0
149,2,2,2,0,1,17,104,0,0,0.978492136,0
150,3,3.666666667,1,0,65,236,47,0,0,0.258098245,0
151,3,3.4,1,0,12,157,108,1.851851852,0,0.202112296,0
147,3,3.944444444,1.384615385,3,25,265,35,0,0,0.176769631,0
152,4,4,1,1,0,3,147,0.680272109,0,0.339850667,1
153,2,2.769230769,1.083333333,0,15,287,78,0,0,0.179945239,0
154,2,2,1,0,0,11,46,2.173913043,0,0.162453038,0
155,5,5,1,0,34,156,78,1.282051282,0,0.246824732,0
156,4,2.888888889,1.125,0,16,166,130,0,0,0.176467917,0
129,3,3.5,1.058823529,7,53,241,106,0,0,0.450825513,0
157,2,3.631578947,1.52,0,17,162,30,0,0,0.235388711,1
116,4,4.071428571,1.166666667,0,29,267,136,0,0,0.215630097,0
119,4,3.767857143,1.037037037,2,232,893,145,1.379310345,0,0.331696026,0
158,3,3.41025641,1.083333333,4,76,675,152,0,0,0.233351646,0
159,5,4.714285714,1,0,26,185,36,2.777777778,0,0.341803893,0
160,4,3.45,1.25,1,92,503,144,0,0,0.30027571,0
161,2,2,1,0,0,1,21,0,0,0.349193549,1
25,3,3.529411765,1.0625,2,90,451,149,0.67114094,0,0.213830758,0
162,3,4.166666667,1,0,39,135,17,0,0,0.266515813,0
163,5,3.894736842,1.075471698,4,91,996,64,4.6875,0,0.304016769,0
164,3,3.75,1.333333333,0,26,90,44,4.545454545,1,0.291278593,1
165,4,4.4,1.111111111,1,20,173,151,0.662251656,0,0.241285432,0
166,1,3,1,1,14,50,44,0,0,0.196175196,0
80,3,4.25,1,1,47,339,153,0.653594771,0,0.355652524,0
2,5,3.677966102,1.035087719,8,834,1463,139,2.877697842,1,0.122324558,0
74,3,3.43902439,1.28125,3,294,660,80,0,0,0.232113219,0
167,1,2,1,4,2,9,146,1.369863014,0,0.152081209,0
163,3,3.894736842,1.075471698,3,91,996,78,0,0,0.392771461,0
168,5,3.578947368,1,3,124,457,92,0,0,0.215376371,1
90,3,3.545454545,1,2,52,393,157,1.27388535,0,0.190386342,0
86,4,3.391304348,1.232142857,4,938,1749,155,0.64516129,0,0.352836408,0
169,1,3.869565217,1.352941176,10,55,398,86,9.302325581,0,0.206857691,0
170,2,2.5,1,2,13,115,155,0.64516129,0,0.198031877,0
0,4,3.75,1.090909091,3,46,307,142,0,0,0.298187002,0
11,3,3.913043478,1,3,151,1011,153,1.307189542,0,0.18237695,1
171,4,4.111111111,1.5,0,36,178,26,0,0,0.282785356,0
172,3,4.1,1.111111111,1,8,142,117,0,0,0.191908705,0
44,5,4.428571429,1.105263158,5,158,567,135,0,0,0.149133382,0
86,3,3.391304348,1.232142857,1,938,1749,62,0,0,0.342656929,0
173,5,4.666666667,1,2,10,183,113,0.884955752,0,0.216657229,1
174,3,3.903225806,1.55,2,88,632,75,0,0,0.343010662,0
147,2,3.944444444,1.384615385,0,25,265,112,0.892857143,0,0.180086593,0
175,5,3.886363636,1,16,95,1010,149,0,0,0.187467117,0
176,5,5,1,0,1,7,148,0,0,0.214752105,0
14,5,3.764705882,1.133333333,2,14,396,122,1.639344262,0,0.205980186,0
177,4,3.5,1,1,83,293,142,0,0,0.277866601,1
178,1,3.923076923,1.083333333,5,103,294,81,0,0,0.254061877,0
64,2,3.428571429,1,1,31,84,106,0,0,0.288170072,0
165,5,4.4,1.111111111,0,20,173,81,2.469135802,0,0.198035432,0
179,4,4,2,0,1,4,67,0,0,0.319557159,1
180,4,3.666666667,1,1,10,173,113,0.884955752,0,0.166520428,0
107,3,3.946428571,1.217391304,0,174,1022,87,1.149425287,0,0.210984666,0
181,4,3.777777778,1,5,30,315,134,1.492537313,0,0.155803355,0
116,5,4.071428571,1.166666667,4,29,267,143,0,0,0.159900688,0
182,4,4,1,0,1,35,157,0.636942675,0,0.196337224,0
22,4,4.333333333,1.411764706,1,94,321,151,1.324503311,0,0.186554963,0
183,5,4.461538462,1.444444444,0,110,146,43,0,0,0.343753396,0
34,4,3.076923077,1.083333333,0,30,219,73,0,0,0.195678488,0
67,4,4.366666667,1.153846154,0,273,703,92,0,0,0.19309584,0
6,3,3.4,1.086956522,4,24,461,65,0,0,0.213765822,0
7,2,3.879310345,1.126213592,1,1388,2530,158,1.265822785,0,0.323311857,0
184,5,3.571428571,1.166666667,0,4,100,147,0,0,0.16017482,0
185,5,5,1.333333333,3,28,44,72,0,0,0.24311781,0
18,4,3.709090909,1.25,0,278,1167,71,1.408450704,0,0.245760471,0
186,3,3,1,1,1,6,149,3.355704698,0,0.182645065,0
18,4,3.709090909,1.25,0,278,1167,41,2.43902439,0,0.225875772,1
187,5,3.916666667,1.714285714,0,11,201,143,0.699300699,0,0.161032766,0
188,5,3.777777778,1,2,44,169,126,0,0,0.290807811,0
189,3,4,1,1,19,115,89,1.123595506,0,0.192176842,0
190,1,3,1,0,76,213,122,4.098360656,0,0.144401236,0
191,5,4,1,1,2,23,18,0,0,0.297488905,1
192,4,4.315789474,1,1,160,565,35,2.857142857,0,0.215515528,0
0,2,3.75,1.090909091,5,34,199,149,0,0,0.163070267,0
148,5,3.125,1,0,17,175,46,0,0,0.164119656,0
175,4,3.886363636,1,7,95,1010,145,0.689655172,0,0.353211073,0
193,4,3.222222222,1,2,6,168,102,0,0,0.373414463,0
109,3,3.75,1,2,23,243,156,1.923076923,0,0.159803534,0
89,2,3.310344828,1.16,0,68,518,41,0,0,0.150551955,1
194,3,3,1.076923077,0,25,316,153,0,0,0.188456207,0
195,3,3.6,1,0,35,304,152,0.657894737,0,0.218033007,0
196,3,3.529411765,1.133333333,0,7,201,107,0.934579439,0,0.316235866,0
197,4,4,1.071428571,2,160,279,144,0,0,0.259321882,0
65,5,2.976744186,1.131578947,2,59,725,72,0,0,0.204511755,0
21,4,3.692307692,1,1,270,932,123,0.81300813,0,0.192716552,0
26,3,3.5,1.272727273,0,106,1032,31,3.225806452,0,0.343273117,1
198,5,4,1.25,3,54,258,140,0.714285714,0,0.199655474,1
199,5,5,1,0,0,10,135,0,0,0.329998077,1
200,5,2.857142857,1,0,4,77,87,0,0,0.314533929,0
201,2,1.5,2,0,0,10,85,1.176470588,0,0.106378995,1
202,4,4.625,1,2,23,149,144,0,0,0.233644088,0
135,3,2.923076923,1.083333333,0,72,379,74,0,0,0.180510599,1
26,3,3.5,1.272727273,0,106,1032,19,0,0,0.262264579,0
7,4,3.879310345,1.126213592,2,1388,2530,64,0,0,0.226778083,0
203,5,4.1,1,0,16,198,99,0,0,0.335543909,1
66,5,4.733333333,1.071428571,0,65,246,52,1.923076923,0,0.378262325,0
7,4,3.879310345,1.126213592,7,1388,2530,162,3.086419753,0,0.246922325,0
82,5,3.833333333,1,0,76,232,97,0,1,0.237526647,1
107,3,3.946428571,1.217391304,3,174,1022,143,0,0,0.16567228,0
137,3,3.52173913,1.352941176,0,68,519,69,0,0,0.2444773,0
204,4,3.25,1,0,5,36,33,3.03030303,0,0.189008386,0
54,4,3.823529412,1.0625,1,128,900,106,0.943396226,0,0.219295478,0
205,3,3.923076923,1.083333333,2,136,269,79,1.265822785,0,0.149374188,0
91,4,3.886792453,1.039215686,0,302,917,55,0,0,0.199358073,0
206,3,3.428571429,1.166666667,0,7,106,147,0.680272109,0,0.232892271,0
207,4,4,1,2,17,204,148,1.351351351,0,0.13380934,0
208,1,4.423076923,1.181818182,6,0,109,148,0,0,0.180238538,1
193,3,3.222222222,1,0,6,168,147,0,0,0.215402308,0
209,4,3.857142857,1,1,58,225,156,0,0,0.146978509,1
132,4,4.083333333,1,0,49,245,23,0,0,0.261116955,0
80,5,4.25,1,1,47,339,152,0,0,0.453405064,0
165,3,4.4,1.111111111,1,20,173,156,0,0,0.241771677,0
210,4,3.888888889,1.285714286,0,8,136,150,0,0,0.295137694,0
6,3,3.4,1.086956522,3,24,461,148,0.675675676,0,0.204327606,0
211,5,4.75,1,2,31,260,54,0,0,0.174220918,0
211,4,4.75,1,0,31,260,44,0,0,0.176525077,0
212,3,3.368421053,3.166666667,1,0,150,8,0,0,0.204093091,1
168,3,3.578947368,1,1,124,457,156,1.282051282,0,0.30544025,0
6,3,3.4,1.086956522,1,24,461,84,0,0,0.185153411,0
213,5,3.714285714,1,2,31,103,138,2.173913043,0,0.212206826,0
214,3,3,1,0,0,9,92,0,0,0.195318759,1
29,3,3.977272727,1.1,0,316,1146,145,0,0,0.205527128,0
175,4,3.886363636,1,4,95,1010,139,0.71942446,0,0.177263452,0
215,3,4.083333333,1.5,1,3,110,88,2.272727273,0,0.266915832,0
49,4,4.090909091,1.1,1,104,169,109,0,0,0.207538839,0
193,3,3.222222222,1,0,6,168,146,0,0,0.326460874,1
216,5,4,1.142857143,10,9,152,154,0,0,0.241586542,0
217,4,3.714285714,1.105263158,1,21,451,155,0,0,0.33116117,0
126,5,4.045454545,1.222222222,1,84,365,67,1.492537313,0,0.197959005,0
218,5,3.736842105,1.055555556,5,36,420,129,1.550387597,0,0.168278833,0
119,5,3.767857143,1.037037037,5,232,893,155,0.64516129,0,0.202082719,0
219,5,5,1,0,38,123,42,4.761904762,0,0.252219224,0
220,3,3,1,8,3,75,153,1.307189542,0,0.28114589,0
107,5,3.946428571,1.217391304,6,174,1022,120,0.833333333,0,0.162165589,0
169,5,3.869565217,1.352941176,3,55,398,66,0,0,0.233289299,0
221,4,4,1,1,14,67,86,0,0,0.192008046,0
222,5,3.590909091,1.1,15,20,313,137,1.459854015,0,0.237468388,0
223,3,3.552631579,1,11,551,1132,92,0,0,0.188939507,0
97,2,3.4,1,4,17,83,155,0,0,0.149368885,0
2,3,3.677966102,1.035087719,1,834,1463,66,1.515151515,0,0.22594279,0
224,5,4,1,1,22,246,140,0,0,0.261857969,0
45,5,4.25,1.037037037,1,57,436,149,0,0,0.183241203,0
225,5,4.055555556,1.125,1,34,318,113,2.654867257,0,0.266071799,0
226,2,3.952380952,1,3,169,329,94,1.063829787,0,0.11771835,0
102,5,3.363636364,1,1,121,184,144,0.694444444,0,0.17421637,0
227,5,4.5,1,1,3,31,17,0,0,0.303450259,0
16,4,3.923076923,1,0,23,184,122,0,0,0.172728066,1
228,5,5,1,0,2,18,52,0,0,0.242985112,0
137,4,3.52173913,1.352941176,0,68,519,45,0,0,0.18264023,0
104,2,3.315789474,1.055555556,3,36,512,147,0,0,0.342171332,1
189,2,4,1,0,19,115,59,0,0,0.137880999,0
229,4,4.3,1,1,33,202,141,0,0,0.209989289,0
156,3,2.888888889,1.125,0,16,166,27,0,0,0.251563184,0
75,4,4.230769231,1.181818182,0,42,144,143,0.699300699,0,0.140155097,0
7,2,3.879310345,1.126213592,2,1388,2530,159,0.628930818,0,0.260542049,0
94,3,3.173913043,1.045454545,0,157,605,90,2.222222222,0,0.197342973,0
108,4,3.944444444,1,1,45,328,64,1.5625,0,0.227177102,0
230,4,4,1,0,0,1,150,0.666666667,0,0.177031042,1
231,3,3.785714286,1.076923077,1,56,409,157,0,0,0.215908037,0
232,4,3.384615385,1.444444444,2,17,265,144,0.694444444,0,0.239321844,0
233,3,3.090909091,1.222222222,0,0,105,114,0.877192982,0,0.184021715,1
163,5,3.894736842,1.075471698,4,91,996,141,4.255319149,0,0.313442252,0
234,4,3.956521739,1.095238095,5,96,371,75,0,0,0.228096799,1
235,5,3.583333333,1.2,5,206,562,102,0,0,0.107448576,0
194,4,3,1.076923077,3,25,316,156,0,0,0.182656791,0
8,4,3.985294118,1.014925373,0,754,1693,65,0,0,0.560911723,1
236,4,3.666666667,1,0,5,69,130,0,0,0.21039421,1
237,5,4.666666667,1.2,1,14,137,154,0.649350649,0,0.203756373,0
8,3,3.985294118,1.014925373,12,754,1693,68,2.941176471,0,0.315996005,0
238,5,4,2.5,0,0,26,49,4.081632653,0,0.282895974,1
158,4,3.41025641,1.083333333,2,76,675,67,0,0,0.242660042,0
8,4,3.985294118,1.014925373,8,754,1693,141,2.836879433,0,0.279279764,1
12,4,3.92,1,4,137,548,139,0,0,0.214410873,0
239,5,4.5,1,0,7,27,5,0,0,0.459341546,0
88,5,4.269230769,1.155555556,5,662,1158,70,0,0,0.241975681,0
208,5,4.423076923,1.181818182,5,0,109,8,0,0,0.159499635,1
240,3,3.25,1,0,28,125,29,3.448275862,0,0.212235825,0
8,5,3.985294118,1.014925373,8,754,1693,149,0,0,0.16488878,1
241,5,4.375,1.333333333,0,4,121,69,0,0,0.214285252,0
242,5,3.833333333,1,1,26,123,50,0,0,0.197795752,0
209,3,3.857142857,1,0,58,225,69,0,0,0.300858699,0
187,3,3.916666667,1.714285714,1,11,201,106,0.943396226,0,0.396958601,0
114,5,4.157894737,1,7,94,580,147,0.680272109,0,0.174601515,0
243,4,3.1,1.6,0,0,227,10,0,0,0.582512484,1
234,5,3.956521739,1.095238095,3,96,371,152,0,0,0.2519913,0
244,5,3.8,1,2,53,67,68,0,0,0.269723742,0
245,4,4,1,0,0,9,28,0,0,0.251478261,1
246,1,3,1,2,3,27,159,0,0,0.271804397,0
35,4,4.388888889,2,0,13,177,75,2.666666667,0,0.257056733,0
247,4,4,1,0,1,18,136,0.735294118,0,0.242694119,0
248,4,4,1,0,0,7,79,0,0,0.163876083,1
249,3,3.75,1.052631579,0,28,341,122,0.819672131,0,0.29596263,0
250,4,3.8,1.25,0,4,28,18,0,0,0.300314325,0
