reviewerID,AvgRating,AvgReviewPerDay,usefulCount,firstCount,reviewContentLength,PerCapWords,hasURL,similarity,filtered
2,3.55952381,1.024390244,1,834,51,0,0,0.115358395,0
2,3.55952381,1.024390244,0,834,134,0,0,0.103712687,0
2,3.55952381,1.024390244,2,834,106,1.886792453,0,0.181115492,0
2,3.55952381,1.024390244,1,834,150,0,0,0.127458017,0
2,3.55952381,1.024390244,0,834,48,0,0,0.115358395,0
2,3.55952381,1.024390244,6,834,149,2.013422819,0,0.123167929,0
2,3.55952381,1.024390244,1,834,65,0,0,0.11076639,0
2,3.55952381,1.024390244,3,834,76,2.631578947,0,0.111819098,0
2,3.55952381,1.024390244,1,834,92,0,0,0.190185861,0
2,3.55952381,1.024390244,0,834,16,0,0,0.121958127,0
2,3.55952381,1.024390244,0,834,24,0,0,0.082788781,0
2,3.55952381,1.024390244,1,834,26,0,0,0.175229501,0
2,3.55952381,1.024390244,0,834,27,0,0,0.138285056,0
2,3.55952381,1.024390244,2,834,48,2.083333333,0,0.14079997,0
2,3.55952381,1.024390244,1,834,99,0,0,0.07675212,0
2,3.55952381,1.024390244,2,834,56,1.785714286,0,0.191732924,0
2,3.55952381,1.024390244,0,834,54,0,0,0.226476801,0
2,3.55952381,1.024390244,1,834,55,0,0,0.057370321,0
2,3.55952381,1.024390244,2,834,75,1.333333333,0,0.190136605,0
2,3.55952381,1.024390244,2,834,148,4.054054054,0,0.096251419,0
2,3.55952381,1.024390244,2,834,32,0,0,0.146586535,0
2,3.55952381,1.024390244,4,834,156,0.641025641,0,0.123167929,0
2,3.55952381,1.024390244,2,834,63,3.174603175,0,0.093829156,0
2,3.55952381,1.024390244,2,834,62,0,0,0.112369758,0
2,3.55952381,1.024390244,4,834,37,8.108108108,0,0.096251419,0
2,3.55952381,1.024390244,1,834,93,2.150537634,0,0.06708604,0
2,3.55952381,1.024390244,0,834,32,3.125,0,0.184884455,0
2,3.55952381,1.024390244,1,834,92,0,0,0.115084275,0
2,3.55952381,1.024390244,4,834,151,0.662251656,0,0.199058435,0
2,3.55952381,1.024390244,0,834,78,0,0,0.146297725,0
2,3.55952381,1.024390244,2,834,78,3.846153846,0,0.125505944,0
2,3.55952381,1.024390244,6,834,125,0,0,0.128526577,0
2,3.55952381,1.024390244,0,834,52,9.615384615,0,0.531587359,1
2,3.55952381,1.024390244,3,834,64,1.5625,0,0.149660288,1
2,3.55952381,1.024390244,1,834,44,0,0,0.336085051,1
2,3.55952381,1.024390244,1,834,98,0,0,0.127384622,1
2,3.55952381,1.024390244,5,834,71,4.225352113,0,0.146586535,1
2,3.55952381,1.024390244,3,834,25,0,0,0.089286555,1
2,3.55952381,1.024390244,4,834,165,1.818181818,0,0.112369758,1
2,3.55952381,1.024390244,2,834,32,9.375,0,0.071465443,1
2,3.55952381,1.024390244,1,834,159,3.144654088,0,0.108655813,1
2,3.55952381,1.024390244,2,834,67,2.985074627,0,0.149660288,1
2,3.55952381,1.024390244,4,834,89,0,0,0.225932577,1
2,3.55952381,1.024390244,7,834,62,0,0,0.241842569,1
2,3.55952381,1.024390244,3,834,158,0.632911392,0,0.108655813,1
2,3.55952381,1.024390244,4,834,55,0,0,0.036804255,1
2,3.55952381,1.024390244,1,834,49,10.20408163,0,0.175229501,1
2,3.55952381,1.024390244,1,834,69,1.449275362,0,0.135822512,1
2,3.55952381,1.024390244,3,834,19,0,0,0.336085051,1
2,3.55952381,1.024390244,1,834,17,0,0,0.097234941,1
2,3.55952381,1.024390244,3,834,45,0,0,0.093361423,1
2,3.55952381,1.024390244,5,834,19,21.05263158,0,0.378255578,1
2,3.55952381,1.024390244,1,834,44,2.272727273,0,0.087201165,1
2,3.55952381,1.024390244,2,834,89,4.494382022,0,0.226632664,1
3,3.545454545,1,0,43,135,0,0,0.131647427,0
3,3.545454545,1,4,43,159,0.628930818,0,0.104630053,0
3,3.545454545,1,0,43,99,0,0,0.099135031,0
3,3.545454545,1,1,43,151,0.662251656,0,0.104630053,0
3,3.545454545,1,1,43,152,0.657894737,0,0.096081762,0
3,3.545454545,1,0,43,156,0.641025641,0,0.049617757,0
3,3.545454545,1,2,43,151,1.324503311,0,0.096081762,1
3,3.545454545,1,1,43,102,0,0,0.07103311,1
3,3.545454545,1,1,43,159,2.51572327,0,0.075812894,1
3,3.545454545,1,0,43,65,0,0,0.131647427,1
3,3.545454545,1,1,43,153,4.575163399,1,0.083672591,1
4,3.666666667,1.11627907,0,133,141,0,0,0.10170209,0
4,3.666666667,1.11627907,1,133,100,0,0,0.094610609,0
4,3.666666667,1.11627907,3,133,143,0,0,0.185185303,0
4,3.666666667,1.11627907,1,133,155,1.290322581,0,0.094117942,0
4,3.666666667,1.11627907,1,133,124,0,0,0.075363456,0
4,3.666666667,1.11627907,0,133,138,0,0,0.059793477,0
4,3.666666667,1.11627907,1,133,148,0,0,0.134289268,0
4,3.666666667,1.11627907,2,133,144,0,0,0.075465129,0
4,3.666666667,1.11627907,8,133,142,0,0,0.088386925,0
4,3.666666667,1.11627907,2,133,125,0.8,0,0.050886151,0
4,3.666666667,1.11627907,1,133,106,1.886792453,0,0.105586921,0
4,3.666666667,1.11627907,0,133,151,0,0,0.071999483,0
4,3.666666667,1.11627907,1,133,119,0,0,0.131275079,0
4,3.666666667,1.11627907,3,133,122,0,0,0.116873385,0
4,3.666666667,1.11627907,1,133,8,0,0,0.103192341,0
4,3.666666667,1.11627907,5,133,58,0,0,0.055641462,0
4,3.666666667,1.11627907,4,133,83,0,0,0.128032415,0
4,3.666666667,1.11627907,3,133,148,0,0,0.101743739,0
4,3.666666667,1.11627907,4,133,143,0,0,0.071999483,0
4,3.666666667,1.11627907,3,133,155,0,0,0.133075808,0
4,3.666666667,1.11627907,7,133,134,0.746268657,0,0.107795117,0
4,3.666666667,1.11627907,2,133,37,0,0,0.094117942,0
4,3.666666667,1.11627907,1,133,134,0.746268657,0,0.132410394,0
4,3.666666667,1.11627907,0,133,35,0,0,0.105586921,0
4,3.666666667,1.11627907,3,133,138,0.724637681,0,0.178542273,0
4,3.666666667,1.11627907,0,133,112,0,0,0.101600268,0
4,3.666666667,1.11627907,3,133,138,0,0,0.095119119,0
4,3.666666667,1.11627907,2,133,130,0,0,0.178542273,0
4,3.666666667,1.11627907,0,133,156,0,0,0.133285189,0
4,3.666666667,1.11627907,2,133,148,0.675675676,0,0.092490138,0
4,3.666666667,1.11627907,2,133,86,0,0,0.060485204,0
4,3.666666667,1.11627907,4,133,110,0,0,0.134289268,0
4,3.666666667,1.11627907,0,133,112,0,0,0.088454768,0
4,3.666666667,1.11627907,4,133,143,1.398601399,0,0.133075808,0
4,3.666666667,1.11627907,0,133,42,0,0,0.07239025,0
4,3.666666667,1.11627907,0,133,55,1.818181818,0,0.132410394,0
4,3.666666667,1.11627907,0,133,144,0,0,0.060560484,0
4,3.666666667,1.11627907,3,133,118,0,0,0.126860212,0
4,3.666666667,1.11627907,0,133,116,0.862068966,0,0.131275079,0
4,3.666666667,1.11627907,2,133,152,0,0,0.083205945,0
4,3.666666667,1.11627907,1,133,136,0.735294118,0,0.117414277,0
4,3.666666667,1.11627907,5,133,145,0,0,0.090173003,1
4,3.666666667,1.11627907,0,133,114,0,0,0.091424207,1
4,3.666666667,1.11627907,0,133,147,0,0,0.185185303,1
4,3.666666667,1.11627907,0,133,156,0,0,0.076256686,1
4,3.666666667,1.11627907,0,133,144,0,0,0.114230038,1
4,3.666666667,1.11627907,0,133,143,0.699300699,0,0.091701596,1
4,3.666666667,1.11627907,0,133,81,1.234567901,0,0.09590012,1
5,3.647058824,1.0625,1,86,132,0,0,0.139005774,0
5,3.647058824,1.0625,1,86,150,1.333333333,0,0.069719456,0
5,3.647058824,1.0625,3,86,151,2.649006623,0,0.080682599,0
5,3.647058824,1.0625,3,86,158,1.898734177,0,0.051962513,0
5,3.647058824,1.0625,3,86,139,0,0,0.063058978,0
5,3.647058824,1.0625,1,86,111,2.702702703,0,0.069992897,0
5,3.647058824,1.0625,1,86,151,1.986754967,0,0.079287996,0
5,3.647058824,1.0625,1,86,95,2.105263158,0,0.106483658,1
5,3.647058824,1.0625,0,86,162,0.617283951,0,0.16898067,0
5,3.647058824,1.0625,2,86,124,1.612903226,0,0.074264044,1
5,3.647058824,1.0625,1,86,147,2.721088435,0,0.106483658,0
5,3.647058824,1.0625,1,86,83,1.204819277,0,0.063058978,1
5,3.647058824,1.0625,2,86,164,2.43902439,0,0.077467175,1
5,3.647058824,1.0625,0,86,161,1.863354037,0,0.16898067,1
5,3.647058824,1.0625,0,86,147,4.081632653,0,0.057356841,1
5,3.647058824,1.0625,1,86,153,0,0,0.071771303,1
5,3.647058824,1.0625,5,86,143,1.398601399,0,0.052132454,1
6,3.512195122,1.078947368,1,24,60,0,0,0.178730334,1
6,3.512195122,1.078947368,0,24,83,0,0,0.075781489,0
6,3.512195122,1.078947368,4,24,65,0,0,0.122442189,0
6,3.512195122,1.078947368,3,24,148,0.675675676,0,0.075273082,0
6,3.512195122,1.078947368,1,24,84,0,0,0.10566749,0
6,3.512195122,1.078947368,0,24,43,4.651162791,0,0.075271371,0
6,3.512195122,1.078947368,0,24,36,0,0,0.130706045,0
6,3.512195122,1.078947368,1,24,56,0,0,0.050966771,1
6,3.512195122,1.078947368,0,24,99,0,0,0.091625485,0
6,3.512195122,1.078947368,3,24,123,0.81300813,0,0.093280356,0
6,3.512195122,1.078947368,2,24,86,0,0,0.178730334,0
6,3.512195122,1.078947368,0,24,66,1.515151515,0,0.130706045,0
6,3.512195122,1.078947368,1,24,104,9.615384615,0,0.034595586,0
6,3.512195122,1.078947368,1,24,27,3.703703704,0,0.05571272,0
6,3.512195122,1.078947368,1,24,63,0,0,0.095223324,0
6,3.512195122,1.078947368,0,24,44,0,0,0.084857695,0
6,3.512195122,1.078947368,1,24,96,1.041666667,0,0.074756933,0
6,3.512195122,1.078947368,2,24,42,0,0,0.064560445,0
6,3.512195122,1.078947368,0,24,68,0,0,0.09780402,0
6,3.512195122,1.078947368,2,24,62,0,0,0.132280781,1
6,3.512195122,1.078947368,0,24,81,0,0,0.093923485,0
6,3.512195122,1.078947368,0,24,48,0,0,0.074429944,0
6,3.512195122,1.078947368,2,24,146,0,0,0.059263888,0
6,3.512195122,1.078947368,1,24,155,0,0,0.067960446,0
6,3.512195122,1.078947368,0,24,23,0,0,0.104467923,0
6,3.512195122,1.078947368,2,24,81,2.469135802,0,0.116284696,0
6,3.512195122,1.078947368,1,24,14,0,0,0.16701631,0
6,3.512195122,1.078947368,2,24,90,0,0,0.16701631,0
6,3.512195122,1.078947368,1,24,114,0,0,0.064266167,0
6,3.512195122,1.078947368,1,24,116,0,0,0.083778025,0
6,3.512195122,1.078947368,0,24,59,0,0,0.10566749,1
6,3.512195122,1.078947368,1,24,55,1.818181818,0,0.06339727,1
6,3.512195122,1.078947368,0,24,62,0,0,0.096282537,1
6,3.512195122,1.078947368,0,24,34,0,0,0.09780402,1
6,3.512195122,1.078947368,1,24,76,0,0,0.122442189,1
6,3.512195122,1.078947368,0,24,149,0,0,0.086407691,1
6,3.512195122,1.078947368,0,24,47,0,0,0.116284696,1
6,3.512195122,1.078947368,1,24,79,0,0,0.069633105,1
6,3.512195122,1.078947368,1,24,103,0,0,0.095223324,1
6,3.512195122,1.078947368,1,24,17,0,0,0.086407691,1
6,3.512195122,1.078947368,0,24,91,0,0,0.091207392,1
7,3.889534884,1.186206897,4,1388,162,0,0,0.348298584,0
7,3.889534884,1.186206897,2,1388,153,0.653594771,0,0.132199291,0
7,3.889534884,1.186206897,3,1388,152,0.657894737,0,0.176737556,0
7,3.889534884,1.186206897,0,1388,154,0.649350649,0,0.25414807,0
7,3.889534884,1.186206897,1,1388,53,1.886792453,0,0.195043121,0
7,3.889534884,1.186206897,4,1388,66,0,0,0.089145237,0
7,3.889534884,1.186206897,1,1388,158,1.265822785,0,0.174706447,0
7,3.889534884,1.186206897,2,1388,64,0,0,0.336510149,0
7,3.889534884,1.186206897,7,1388,162,3.086419753,0,0.215468812,0
7,3.889534884,1.186206897,2,1388,159,0.628930818,0,0.275850315,0
7,3.889534884,1.186206897,4,1388,161,0,0,0.360137883,0
7,3.889534884,1.186206897,2,1388,156,0,0,0.208171686,0
7,3.889534884,1.186206897,2,1388,64,1.5625,0,0.603604012,0
7,3.889534884,1.186206897,2,1388,93,0,0,0.055703438,0
7,3.889534884,1.186206897,4,1388,156,0,0,0.19712857,0
7,3.889534884,1.186206897,6,1388,105,0,0,0.45718718,0
7,3.889534884,1.186206897,2,1388,157,0,0,0.433307541,0
7,3.889534884,1.186206897,0,1388,106,3.773584906,0,0.288897473,0
7,3.889534884,1.186206897,0,1388,40,2.5,0,0.287099053,0
7,3.889534884,1.186206897,2,1388,76,0,0,0.347884786,0
7,3.889534884,1.186206897,0,1388,47,2.127659574,0,0.294579024,0
7,3.889534884,1.186206897,0,1388,150,1.333333333,1,0.171674836,0
7,3.889534884,1.186206897,5,1388,139,0.71942446,1,0.251628241,0
7,3.889534884,1.186206897,0,1388,153,5.882352941,0,0.225827935,0
7,3.889534884,1.186206897,6,1388,136,0,0,0.248002265,0
7,3.889534884,1.186206897,5,1388,46,0,0,0.079436947,0
7,3.889534884,1.186206897,2,1388,161,0.621118012,0,0.278174158,0
7,3.889534884,1.186206897,3,1388,149,2.684563758,0,0.183977471,0
7,3.889534884,1.186206897,1,1388,81,3.703703704,0,0.251628241,0
7,3.889534884,1.186206897,4,1388,100,3,1,0.146648335,0
7,3.889534884,1.186206897,2,1388,45,4.444444444,0,0.136246604,0
7,3.889534884,1.186206897,1,1388,63,1.587301587,0,0.347884786,0
7,3.889534884,1.186206897,0,1388,91,0,0,0.216067508,0
7,3.889534884,1.186206897,2,1388,99,0,0,0.079514716,1
7,3.889534884,1.186206897,3,1388,98,0,0,0.162646723,0
7,3.889534884,1.186206897,0,1388,146,0.684931507,0,0.224075294,0
7,3.889534884,1.186206897,0,1388,83,0,0,0.11763306,0
7,3.889534884,1.186206897,3,1388,76,1.315789474,0,0.217646975,0
7,3.889534884,1.186206897,1,1388,98,0,0,0.319926419,0
7,3.889534884,1.186206897,0,1388,82,1.219512195,0,0.258530837,0
7,3.889534884,1.186206897,2,1388,46,0,0,0.165300522,0
7,3.889534884,1.186206897,2,1388,72,1.388888889,0,0.301283445,0
7,3.889534884,1.186206897,2,1388,122,1.639344262,0,0.25414807,0
7,3.889534884,1.186206897,2,1388,138,0,0,0.210811765,0
7,3.889534884,1.186206897,0,1388,83,0,0,0.296751828,0
7,3.889534884,1.186206897,1,1388,28,0,0,0.154300013,0
7,3.889534884,1.186206897,1,1388,47,0,1,0.205176409,0
7,3.889534884,1.186206897,2,1388,158,1.898734177,0,0.193728445,0
7,3.889534884,1.186206897,2,1388,124,0.806451613,0,0.193172446,0
7,3.889534884,1.186206897,0,1388,90,0,0,0.208171686,0
7,3.889534884,1.186206897,0,1388,82,0,0,0.242105952,0
7,3.889534884,1.186206897,0,1388,114,1.754385965,0,0.128486995,0
7,3.889534884,1.186206897,1,1388,152,0.657894737,0,0.124764362,0
7,3.889534884,1.186206897,1,1388,165,0.606060606,0,0.145419613,1
7,3.889534884,1.186206897,5,1388,144,0,0,0.127905579,0
7,3.889534884,1.186206897,0,1388,30,3.333333333,0,0.301283445,0
7,3.889534884,1.186206897,3,1388,102,0,0,0.510908897,0
7,3.889534884,1.186206897,2,1388,133,0,0,0.16917026,0
7,3.889534884,1.186206897,0,1388,26,0,0,0.101456816,0
7,3.889534884,1.186206897,8,1388,150,0,0,0.110302793,0
7,3.889534884,1.186206897,9,1388,141,0,0,0.103269285,0
7,3.889534884,1.186206897,0,1388,153,0,0,0.158804909,0
7,3.889534884,1.186206897,3,1388,162,0,0,0.425837568,1
7,3.889534884,1.186206897,1,1388,137,0,0,0.275932952,0
7,3.889534884,1.186206897,8,1388,146,0.684931507,0,0.223732371,0
7,3.889534884,1.186206897,1,1388,65,0,0,0.165300522,0
7,3.889534884,1.186206897,1,1388,156,0.641025641,0,0.091964263,0
7,3.889534884,1.186206897,4,1388,139,0.71942446,0,0.151217764,0
7,3.889534884,1.186206897,0,1388,44,0,0,0.073330947,0
7,3.889534884,1.186206897,10,1388,156,0,0,0.113627527,0
7,3.889534884,1.186206897,1,1388,155,0,0,0.361933546,0
7,3.889534884,1.186206897,3,1388,150,1.333333333,0,0.320234681,0
7,3.889534884,1.186206897,4,1388,159,0,0,0.149302561,0
7,3.889534884,1.186206897,2,1388,127,0,0,0.176737556,0
7,3.889534884,1.186206897,0,1388,123,2.43902439,0,0.091528009,0
7,3.889534884,1.186206897,2,1388,109,0,0,0.122802096,0
7,3.889534884,1.186206897,6,1388,154,0,0,0.139484372,0
7,3.889534884,1.186206897,3,1388,119,2.521008403,0,0.603604012,0
7,3.889534884,1.186206897,3,1388,114,0,1,0.184159813,0
7,3.889534884,1.186206897,1,1388,81,1.234567901,0,0.163142552,0
7,3.889534884,1.186206897,3,1388,125,1.6,0,0.13958893,0
7,3.889534884,1.186206897,0,1388,75,0,0,0.118629658,0
7,3.889534884,1.186206897,2,1388,41,0,0,0.311603144,0
7,3.889534884,1.186206897,1,1388,156,0,0,0.377158752,0
7,3.889534884,1.186206897,2,1388,83,0,0,0.320234681,0
7,3.889534884,1.186206897,1,1388,75,0,0,0.088892926,0
7,3.889534884,1.186206897,1,1388,160,0,0,0.223732371,1
7,3.889534884,1.186206897,4,1388,88,0,0,0.311603144,0
7,3.889534884,1.186206897,2,1388,47,0,0,0.206348563,0
7,3.889534884,1.186206897,5,1388,142,0,0,0.469590834,0
7,3.889534884,1.186206897,7,1388,153,0.653594771,0,0.332477507,0
7,3.889534884,1.186206897,0,1388,101,0.99009901,0,0.136643983,0
